country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
Chile,2015,female,35-54 years,136,2431495,5.59,Chile2015,,243999477738,14729,Generation X
Chile,2015,female,55-74 years,78,1544550,5.05,Chile2015,,243999477738,14729,Boomers
Chile,2015,female,25-34 years,66,1359598,4.85,Chile2015,,243999477738,14729,Millenials
Chile,2015,female,15-24 years,64,1343941,4.76,Chile2015,,243999477738,14729,Millenials
Chile,2015,female,75+ years,21,470618,4.46,Chile2015,,243999477738,14729,Silent
Chile,2015,female,5-14 years,13,1228869,1.06,Chile2015,,243999477738,14729,Generation Z
Chile,2015,male,5-14 years,9,1275612,0.71,Chile2015,,243999477738,14729,Generation Z
Colombia,2011,male,75+ years,60,436385,13.75,Colombia2011,0.713,335415156702,7885,Silent
Colombia,2011,male,15-24 years,450,4268385,10.54,Colombia2011,0.713,335415156702,7885,Millenials
Colombia,2011,male,25-34 years,382,3840952,9.95,Colombia2011,0.713,335415156702,7885,Millenials
Colombia,2011,male,55-74 years,231,2445112,9.45,Colombia2011,0.713,335415156702,7885,Boomers
Colombia,2011,male,35-54 years,498,5745871,8.67,Colombia2011,0.713,335415156702,7885,Generation X
Colombia,2011,female,15-24 years,159,4147875,3.83,Colombia2011,0.713,335415156702,7885,Millenials
Colombia,2011,female,25-34 years,69,3897562,1.77,Colombia2011,0.713,335415156702,7885,Millenials
Colombia,2011,female,35-54 years,87,6156452,1.41,Colombia2011,0.713,335415156702,7885,Generation X
Colombia,2011,female,55-74 years,29,2822325,1.03,Colombia2011,0.713,335415156702,7885,Boomers
Colombia,2011,male,5-14 years,41,4163139,0.98,Colombia2011,0.713,335415156702,7885,Generation Z
Colombia,2011,female,5-14 years,34,3995726,0.85,Colombia2011,0.713,335415156702,7885,Generation Z
Colombia,2011,female,75+ years,4,618521,0.65,Colombia2011,0.713,335415156702,7885,Silent
Colombia,2012,male,75+ years,69,453582,15.21,Colombia2012,0.715,369659700376,8586,Silent
Colombia,2012,male,15-24 years,486,4254495,11.42,Colombia2012,0.715,369659700376,8586,Millenials
Colombia,2012,male,25-34 years,412,3891260,10.59,Colombia2012,0.715,369659700376,8586,Millenials
Colombia,2012,male,55-74 years,266,2556199,10.41,Colombia2012,0.715,369659700376,8586,Boomers
Colombia,2012,male,35-54 years,455,5846650,7.78,Colombia2012,0.715,369659700376,8586,Generation X
Colombia,2012,female,15-24 years,151,4133625,3.65,Colombia2012,0.715,369659700376,8586,Millenials
Colombia,2012,female,25-34 years,73,3942505,1.85,Colombia2012,0.715,369659700376,8586,Millenials
Colombia,2012,female,55-74 years,41,2948489,1.39,Colombia2012,0.715,369659700376,8586,Boomers
Colombia,2012,female,35-54 years,83,6261133,1.33,Colombia2012,0.715,369659700376,8586,Generation X
Colombia,2012,male,5-14 years,44,4146398,1.06,Colombia2012,0.715,369659700376,8586,Generation Z
Colombia,2012,female,75+ years,6,642251,0.93,Colombia2012,0.715,369659700376,8586,Silent
Colombia,2012,female,5-14 years,33,3979277,0.83,Colombia2012,0.715,369659700376,8586,Generation Z
Colombia,2013,male,75+ years,69,470105,14.68,Colombia2013,0.718,380191881860,8731,Silent
Colombia,2013,male,15-24 years,450,4235904,10.62,Colombia2013,0.718,380191881860,8731,Millenials
Colombia,2013,male,55-74 years,260,2672132,9.73,Colombia2013,0.718,380191881860,8731,Boomers
Colombia,2013,male,25-34 years,381,3931611,9.69,Colombia2013,0.718,380191881860,8731,Millenials
Colombia,2013,male,35-54 years,462,5947520,7.77,Colombia2013,0.718,380191881860,8731,Generation X
Colombia,2013,female,15-24 years,141,4114036,3.43,Colombia2013,0.718,380191881860,8731,Millenials
Colombia,2013,female,25-34 years,81,3977885,2.04,Colombia2013,0.718,380191881860,8731,Millenials
Colombia,2013,female,35-54 years,101,6365459,1.59,Colombia2013,0.718,380191881860,8731,Generation X
Colombia,2013,female,55-74 years,41,3079952,1.33,Colombia2013,0.718,380191881860,8731,Boomers
Colombia,2013,male,5-14 years,41,4126269,0.99,Colombia2013,0.718,380191881860,8731,Generation Z
Colombia,2013,female,5-14 years,36,3959475,0.91,Colombia2013,0.718,380191881860,8731,Generation Z
Colombia,2013,female,75+ years,5,665950,0.75,Colombia2013,0.718,380191881860,8731,Silent
Colombia,2014,male,75+ years,83,486197,17.07,Colombia2014,0.72,378195716714,8591,Silent
Colombia,2014,male,15-24 years,480,4216293,11.38,Colombia2014,0.72,378195716714,8591,Millenials
Colombia,2014,male,55-74 years,283,2795271,10.12,Colombia2014,0.72,378195716714,8591,Boomers
Colombia,2014,male,25-34 years,395,3965410,9.96,Colombia2014,0.72,378195716714,8591,Millenials
Colombia,2014,male,35-54 years,477,6046987,7.89,Colombia2014,0.72,378195716714,8591,Generation X
Colombia,2014,female,15-24 years,132,4092325,3.23,Colombia2014,0.72,378195716714,8591,Millenials
Colombia,2014,female,25-34 years,82,4007103,2.05,Colombia2014,0.72,378195716714,8591,Millenials
Colombia,2014,female,55-74 years,43,3219142,1.34,Colombia2014,0.72,378195716714,8591,Boomers
Colombia,2014,female,35-54 years,82,6467724,1.27,Colombia2014,0.72,378195716714,8591,Generation X
Colombia,2014,male,5-14 years,37,4100740,0.9,Colombia2014,0.72,378195716714,8591,Generation Z
Colombia,2014,female,75+ years,5,690028,0.72,Colombia2014,0.72,378195716714,8591,Silent
Colombia,2014,female,5-14 years,27,3934580,0.69,Colombia2014,0.72,378195716714,8591,Generation Z
Colombia,2015,male,75+ years,82,502228,16.33,Colombia2015,,291519591533,6552,Silent
Colombia,2015,male,15-24 years,473,4197599,11.27,Colombia2015,,291519591533,6552,Millenials
Colombia,2015,male,55-74 years,317,2926656,10.83,Colombia2015,,291519591533,6552,Boomers
Colombia,2015,male,25-34 years,379,3994717,9.49,Colombia2015,,291519591533,6552,Millenials
Colombia,2015,male,35-54 years,560,6143478,9.12,Colombia2015,,291519591533,6552,Generation X
Colombia,2015,female,15-24 years,176,4070390,4.32,Colombia2015,,291519591533,6552,Millenials
Colombia,2015,female,25-34 years,111,4031995,2.75,Colombia2015,,291519591533,6552,Millenials
Colombia,2015,female,35-54 years,96,6566323,1.46,Colombia2015,,291519591533,6552,Generation X
Colombia,2015,female,75+ years,10,715044,1.4,Colombia2015,,291519591533,6552,Silent
Colombia,2015,female,55-74 years,45,3367078,1.34,Colombia2015,,291519591533,6552,Boomers
Colombia,2015,female,5-14 years,44,3904896,1.13,Colombia2015,,291519591533,6552,Generation Z
Colombia,2015,male,5-14 years,39,4070023,0.96,Colombia2015,,291519591533,6552,Generation Z
Costa Rica,2011,male,25-34 years,72,379928,18.95,Costa Rica2011,0.756,42262697840,9978,Millenials
Costa Rica,2011,male,75+ years,9,60741,14.82,Costa Rica2011,0.756,42262697840,9978,Silent
Costa Rica,2011,male,35-54 years,85,589634,14.42,Costa Rica2011,0.756,42262697840,9978,Generation X
Costa Rica,2011,male,55-74 years,40,285540,14.01,Costa Rica2011,0.756,42262697840,9978,Boomers
Costa Rica,2011,male,15-24 years,52,419970,12.38,Costa Rica2011,0.756,42262697840,9978,Millenials
Costa Rica,2011,female,15-24 years,20,404197,4.95,Costa Rica2011,0.756,42262697840,9978,Millenials
Costa Rica,2011,female,55-74 years,8,299105,2.67,Costa Rica2011,0.756,42262697840,9978,Boomers
Costa Rica,2011,female,35-54 years,14,600898,2.33,Costa Rica2011,0.756,42262697840,9978,Generation X
Costa Rica,2011,female,25-34 years,8,371907,2.15,Costa Rica2011,0.756,42262697840,9978,Millenials
Costa Rica,2011,male,5-14 years,5,381413,1.31,Costa Rica2011,0.756,42262697840,9978,Generation Z
Costa Rica,2011,female,75+ years,1,77576,1.29,Costa Rica2011,0.756,42262697840,9978,Silent
Costa Rica,2011,female,5-14 years,2,364605,0.55,Costa Rica2011,0.756,42262697840,9978,Generation Z
Costa Rica,2012,male,35-54 years,94,598555,15.7,Costa Rica2012,0.761,46473128286,10832,Generation X
Costa Rica,2012,male,25-34 years,55,387974,14.18,Costa Rica2012,0.761,46473128286,10832,Millenials
Costa Rica,2012,male,15-24 years,58,419511,13.83,Costa Rica2012,0.761,46473128286,10832,Millenials
Costa Rica,2012,male,55-74 years,40,297364,13.45,Costa Rica2012,0.761,46473128286,10832,Boomers
Costa Rica,2012,male,75+ years,8,63663,12.57,Costa Rica2012,0.761,46473128286,10832,Silent
Costa Rica,2012,female,35-54 years,16,609857,2.62,Costa Rica2012,0.761,46473128286,10832,Generation X
Costa Rica,2012,female,15-24 years,10,403604,2.48,Costa Rica2012,0.761,46473128286,10832,Millenials
Costa Rica,2012,female,55-74 years,6,311981,1.92,Costa Rica2012,0.761,46473128286,10832,Boomers
Costa Rica,2012,female,25-34 years,7,379310,1.85,Costa Rica2012,0.761,46473128286,10832,Millenials
Costa Rica,2012,male,5-14 years,5,377001,1.33,Costa Rica2012,0.761,46473128286,10832,Generation Z
Costa Rica,2012,female,5-14 years,3,360319,0.83,Costa Rica2012,0.761,46473128286,10832,Generation Z
Costa Rica,2012,female,75+ years,0,81071,0,Costa Rica2012,0.761,46473128286,10832,Silent
Costa Rica,2013,male,25-34 years,75,395371,18.97,Costa Rica2013,0.764,49745088112,11443,Millenials
Costa Rica,2013,male,75+ years,12,66659,18,Costa Rica2013,0.764,49745088112,11443,Silent
Costa Rica,2013,male,55-74 years,49,310249,15.79,Costa Rica2013,0.764,49745088112,11443,Boomers
Costa Rica,2013,male,35-54 years,82,607709,13.49,Costa Rica2013,0.764,49745088112,11443,Generation X
Costa Rica,2013,male,15-24 years,48,418437,11.47,Costa Rica2013,0.764,49745088112,11443,Millenials
Costa Rica,2013,female,25-34 years,11,386168,2.85,Costa Rica2013,0.764,49745088112,11443,Millenials
Costa Rica,2013,female,35-54 years,13,618837,2.1,Costa Rica2013,0.764,49745088112,11443,Generation X
Costa Rica,2013,female,15-24 years,8,402392,1.99,Costa Rica2013,0.764,49745088112,11443,Millenials
Costa Rica,2013,male,5-14 years,6,373658,1.61,Costa Rica2013,0.764,49745088112,11443,Generation Z
Costa Rica,2013,female,55-74 years,5,325956,1.53,Costa Rica2013,0.764,49745088112,11443,Boomers
Costa Rica,2013,female,75+ years,1,84743,1.18,Costa Rica2013,0.764,49745088112,11443,Silent
Costa Rica,2013,female,5-14 years,1,357050,0.28,Costa Rica2013,0.764,49745088112,11443,Generation Z
Costa Rica,2014,male,55-74 years,46,323941,14.2,Costa Rica2014,0.766,50577769838,11485,Boomers
Costa Rica,2014,male,35-54 years,76,616724,12.32,Costa Rica2014,0.766,50577769838,11485,Generation X
Costa Rica,2014,male,25-34 years,49,401836,12.19,Costa Rica2014,0.766,50577769838,11485,Millenials
Costa Rica,2014,male,15-24 years,43,416344,10.33,Costa Rica2014,0.766,50577769838,11485,Millenials
Costa Rica,2014,male,75+ years,6,69706,8.61,Costa Rica2014,0.766,50577769838,11485,Silent
Costa Rica,2014,female,25-34 years,12,392153,3.06,Costa Rica2014,0.766,50577769838,11485,Millenials
Costa Rica,2014,female,15-24 years,12,400170,3,Costa Rica2014,0.766,50577769838,11485,Millenials
Costa Rica,2014,female,75+ years,2,88574,2.26,Costa Rica2014,0.766,50577769838,11485,Silent
Costa Rica,2014,female,35-54 years,11,627502,1.75,Costa Rica2014,0.766,50577769838,11485,Generation X
Costa Rica,2014,female,55-74 years,5,340748,1.47,Costa Rica2014,0.766,50577769838,11485,Boomers
Costa Rica,2014,female,5-14 years,3,354701,0.85,Costa Rica2014,0.766,50577769838,11485,Generation Z
Costa Rica,2014,male,5-14 years,3,371275,0.81,Costa Rica2014,0.766,50577769838,11485,Generation Z
Croatia,2011,male,75+ years,95,118029,80.49,Croatia2011,0.814,62375044443,14890,Silent
Croatia,2011,male,55-74 years,188,467142,40.24,Croatia2011,0.814,62375044443,14890,Boomers
Croatia,2011,male,35-54 years,148,616577,24,Croatia2011,0.814,62375044443,14890,Generation X
Croatia,2011,male,25-34 years,63,314331,20.04,Croatia2011,0.814,62375044443,14890,Millenials
Croatia,2011,female,75+ years,43,225925,19.03,Croatia2011,0.814,62375044443,14890,Silent
Croatia,2011,female,55-74 years,68,545430,12.47,Croatia2011,0.814,62375044443,14890,Boomers
Croatia,2011,male,15-24 years,24,269755,8.9,Croatia2011,0.814,62375044443,14890,Millenials
Croatia,2011,female,35-54 years,52,621895,8.36,Croatia2011,0.814,62375044443,14890,Generation X
Croatia,2011,female,25-34 years,11,304202,3.62,Croatia2011,0.814,62375044443,14890,Millenials
Croatia,2011,female,15-24 years,8,258495,3.09,Croatia2011,0.814,62375044443,14890,Millenials
Croatia,2011,male,5-14 years,2,229413,0.87,Croatia2011,0.814,62375044443,14890,Generation Z
Croatia,2011,female,5-14 years,0,217835,0,Croatia2011,0.814,62375044443,14890,Generation Z
Croatia,2012,male,75+ years,99,122607,80.75,Croatia2012,0.817,56565475275,13952,Silent
Croatia,2012,male,55-74 years,207,465550,44.46,Croatia2012,0.817,56565475275,13952,Boomers
Croatia,2012,male,35-54 years,201,591018,34.01,Croatia2012,0.817,56565475275,13952,Generation X
Croatia,2012,female,75+ years,46,232222,19.81,Croatia2012,0.817,56565475275,13952,Silent
Croatia,2012,male,25-34 years,51,294314,17.33,Croatia2012,0.817,56565475275,13952,Millenials
Croatia,2012,male,15-24 years,35,256849,13.63,Croatia2012,0.817,56565475275,13952,Millenials
Croatia,2012,female,55-74 years,73,541956,13.47,Croatia2012,0.817,56565475275,13952,Boomers
Croatia,2012,female,35-54 years,42,594104,7.07,Croatia2012,0.817,56565475275,13952,Generation X
Croatia,2012,female,25-34 years,13,283419,4.59,Croatia2012,0.817,56565475275,13952,Millenials
Croatia,2012,female,15-24 years,5,245431,2.04,Croatia2012,0.817,56565475275,13952,Millenials
Croatia,2012,male,5-14 years,3,219008,1.37,Croatia2012,0.817,56565475275,13952,Generation Z
Croatia,2012,female,5-14 years,1,207818,0.48,Croatia2012,0.817,56565475275,13952,Generation Z
Croatia,2013,male,75+ years,85,126153,67.38,Croatia2013,0.817,58085856019,14362,Silent
Croatia,2013,male,55-74 years,174,469173,37.09,Croatia2013,0.817,58085856019,14362,Boomers
Croatia,2013,male,35-54 years,186,587482,31.66,Croatia2013,0.817,58085856019,14362,Generation X
Croatia,2013,male,25-34 years,59,291832,20.22,Croatia2013,0.817,58085856019,14362,Millenials
Croatia,2013,male,15-24 years,41,254643,16.1,Croatia2013,0.817,58085856019,14362,Millenials
Croatia,2013,female,75+ years,35,237107,14.76,Croatia2013,0.817,58085856019,14362,Silent
Croatia,2013,female,55-74 years,48,544041,8.82,Croatia2013,0.817,58085856019,14362,Boomers
Croatia,2013,female,35-54 years,48,589432,8.14,Croatia2013,0.817,58085856019,14362,Generation X
Croatia,2013,female,25-34 years,9,281138,3.2,Croatia2013,0.817,58085856019,14362,Millenials
Croatia,2013,female,15-24 years,6,243263,2.47,Croatia2013,0.817,58085856019,14362,Millenials
Croatia,2013,male,5-14 years,1,215702,0.46,Croatia2013,0.817,58085856019,14362,Generation Z
Croatia,2013,female,5-14 years,0,204491,0,Croatia2013,0.817,58085856019,14362,Generation Z
Croatia,2014,male,75+ years,97,129205,75.07,Croatia2014,0.818,57629518806,14299,Silent
Croatia,2014,male,55-74 years,193,473836,40.73,Croatia2014,0.818,57629518806,14299,Boomers
Croatia,2014,male,35-54 years,167,582938,28.65,Croatia2014,0.818,57629518806,14299,Generation X
Croatia,2014,female,75+ years,42,240853,17.44,Croatia2014,0.818,57629518806,14299,Silent
Croatia,2014,male,15-24 years,37,251460,14.71,Croatia2014,0.818,57629518806,14299,Millenials
Croatia,2014,male,25-34 years,42,287190,14.62,Croatia2014,0.818,57629518806,14299,Millenials
Croatia,2014,female,55-74 years,71,547211,12.97,Croatia2014,0.818,57629518806,14299,Boomers
Croatia,2014,female,35-54 years,49,583896,8.39,Croatia2014,0.818,57629518806,14299,Generation X
Croatia,2014,female,15-24 years,12,240071,5,Croatia2014,0.818,57629518806,14299,Millenials
Croatia,2014,female,25-34 years,11,277195,3.97,Croatia2014,0.818,57629518806,14299,Millenials
Croatia,2014,female,5-14 years,1,202723,0.49,Croatia2014,0.818,57629518806,14299,Generation Z
Croatia,2014,male,5-14 years,0,213874,0,Croatia2014,0.818,57629518806,14299,Generation Z
Croatia,2015,male,75+ years,104,131896,78.85,Croatia2015,,49425513611,12351,Silent
Croatia,2015,male,55-74 years,207,476580,43.43,Croatia2015,,49425513611,12351,Boomers
Croatia,2015,male,35-54 years,155,575410,26.94,Croatia2015,,49425513611,12351,Generation X
Croatia,2015,female,75+ years,56,243369,23.01,Croatia2015,,49425513611,12351,Silent
Croatia,2015,male,25-34 years,41,280212,14.63,Croatia2015,,49425513611,12351,Millenials
Croatia,2015,male,15-24 years,34,247562,13.73,Croatia2015,,49425513611,12351,Millenials
Croatia,2015,female,55-74 years,75,548940,13.66,Croatia2015,,49425513611,12351,Boomers
Croatia,2015,female,35-54 years,51,576262,8.85,Croatia2015,,49425513611,12351,Generation X
Croatia,2015,female,25-34 years,7,271005,2.58,Croatia2015,,49425513611,12351,Millenials
Croatia,2015,female,15-24 years,6,236301,2.54,Croatia2015,,49425513611,12351,Millenials
Croatia,2015,female,5-14 years,2,201507,0.99,Croatia2015,,49425513611,12351,Generation Z
Croatia,2015,male,5-14 years,1,212625,0.47,Croatia2015,,49425513611,12351,Generation Z
Croatia,2016,male,75+ years,104,134519,77.31,Croatia2016,,51338524831,12905,Silent
Croatia,2016,male,55-74 years,187,480263,38.94,Croatia2016,,51338524831,12905,Boomers
Croatia,2016,male,35-54 years,146,571003,25.57,Croatia2016,,51338524831,12905,Generation X
Croatia,2016,male,25-34 years,48,274466,17.49,Croatia2016,,51338524831,12905,Millenials
Croatia,2016,female,75+ years,40,246002,16.26,Croatia2016,,51338524831,12905,Silent
Croatia,2016,female,55-74 years,69,551758,12.51,Croatia2016,,51338524831,12905,Boomers
Croatia,2016,male,15-24 years,30,242287,12.38,Croatia2016,,51338524831,12905,Millenials
Croatia,2016,female,35-54 years,47,570380,8.24,Croatia2016,,51338524831,12905,Generation X
Croatia,2016,female,15-24 years,6,231038,2.6,Croatia2016,,51338524831,12905,Millenials
Croatia,2016,female,25-34 years,6,265327,2.26,Croatia2016,,51338524831,12905,Millenials
Cuba,2011,male,75+ years,236,273331,86.34,Cuba2011,0.776,68990000000,6419,Silent
Cuba,2011,male,55-74 years,345,987980,34.92,Cuba2011,0.776,68990000000,6419,Boomers
Cuba,2011,male,35-54 years,441,1909690,23.09,Cuba2011,0.776,68990000000,6419,Generation X
Cuba,2011,male,25-34 years,113,707701,15.97,Cuba2011,0.776,68990000000,6419,Millenials
Cuba,2011,female,75+ years,50,352169,14.2,Cuba2011,0.776,68990000000,6419,Silent
Cuba,2011,female,55-74 years,123,1022839,12.03,Cuba2011,0.776,68990000000,6419,Boomers
Cuba,2011,male,15-24 years,75,808772,9.27,Cuba2011,0.776,68990000000,6419,Millenials
Cuba,2011,female,35-54 years,106,1903248,5.57,Cuba2011,0.776,68990000000,6419,Generation X
Cuba,2011,female,25-34 years,20,686162,2.91,Cuba2011,0.776,68990000000,6419,Millenials
Cuba,2011,female,15-24 years,13,761258,1.71,Cuba2011,0.776,68990000000,6419,Millenials
Cuba,2011,male,5-14 years,4,687609,0.58,Cuba2011,0.776,68990000000,6419,Generation Z
Cuba,2011,female,5-14 years,3,647275,0.46,Cuba2011,0.776,68990000000,6419,Generation Z
Cuba,2012,male,75+ years,245,283396,86.45,Cuba2012,0.772,73141000000,6791,Silent
Cuba,2012,male,55-74 years,357,1000596,35.68,Cuba2012,0.772,73141000000,6791,Boomers
Cuba,2012,male,35-54 years,412,1913864,21.53,Cuba2012,0.772,73141000000,6791,Generation X
Cuba,2012,male,25-34 years,108,718645,15.03,Cuba2012,0.772,73141000000,6791,Millenials
Cuba,2012,female,75+ years,52,364108,14.28,Cuba2012,0.772,73141000000,6791,Silent
Cuba,2012,female,55-74 years,107,1037368,10.31,Cuba2012,0.772,73141000000,6791,Boomers
Cuba,2012,male,15-24 years,71,795384,8.93,Cuba2012,0.772,73141000000,6791,Millenials
Cuba,2012,female,35-54 years,94,1906959,4.93,Cuba2012,0.772,73141000000,6791,Generation X
Cuba,2012,female,15-24 years,25,746677,3.35,Cuba2012,0.772,73141000000,6791,Millenials
Cuba,2012,female,25-34 years,16,696377,2.3,Cuba2012,0.772,73141000000,6791,Millenials
Cuba,2012,male,5-14 years,6,672968,0.89,Cuba2012,0.772,73141000000,6791,Generation Z
Cuba,2012,female,5-14 years,2,634193,0.32,Cuba2012,0.772,73141000000,6791,Generation Z
Cuba,2013,male,75+ years,216,293384,73.62,Cuba2013,0.768,77148000000,7148,Silent
Cuba,2013,male,55-74 years,401,1014211,39.54,Cuba2013,0.768,77148000000,7148,Boomers
Cuba,2013,male,35-54 years,436,1911139,22.81,Cuba2013,0.768,77148000000,7148,Generation X
Cuba,2013,female,75+ years,49,376280,13.02,Cuba2013,0.768,77148000000,7148,Silent
Cuba,2013,male,25-34 years,96,738010,13.01,Cuba2013,0.768,77148000000,7148,Millenials
Cuba,2013,female,55-74 years,111,1052791,10.54,Cuba2013,0.768,77148000000,7148,Boomers
Cuba,2013,male,15-24 years,47,778739,6.04,Cuba2013,0.768,77148000000,7148,Millenials
Cuba,2013,female,35-54 years,94,1903641,4.94,Cuba2013,0.768,77148000000,7148,Generation X
Cuba,2013,female,25-34 years,20,714544,2.8,Cuba2013,0.768,77148000000,7148,Millenials
Cuba,2013,female,15-24 years,20,729372,2.74,Cuba2013,0.768,77148000000,7148,Millenials
Cuba,2013,male,5-14 years,5,659106,0.76,Cuba2013,0.768,77148000000,7148,Generation Z
Cuba,2013,female,5-14 years,4,621473,0.64,Cuba2013,0.768,77148000000,7148,Generation Z
Cuba,2014,male,75+ years,221,303110,72.91,Cuba2014,0.769,80656100000,7459,Silent
Cuba,2014,male,55-74 years,348,1034381,33.64,Cuba2014,0.769,80656100000,7459,Boomers
Cuba,2014,male,35-54 years,409,1899900,21.53,Cuba2014,0.769,80656100000,7459,Generation X
Cuba,2014,female,75+ years,51,388520,13.13,Cuba2014,0.769,80656100000,7459,Silent
Cuba,2014,male,25-34 years,97,758006,12.8,Cuba2014,0.769,80656100000,7459,Millenials
Cuba,2014,female,55-74 years,116,1074729,10.79,Cuba2014,0.769,80656100000,7459,Boomers
Cuba,2014,male,15-24 years,62,761440,8.14,Cuba2014,0.769,80656100000,7459,Millenials
Cuba,2014,female,35-54 years,107,1891607,5.66,Cuba2014,0.769,80656100000,7459,Generation X
Cuba,2014,female,15-24 years,19,711945,2.67,Cuba2014,0.769,80656100000,7459,Millenials
Cuba,2014,female,25-34 years,12,732841,1.64,Cuba2014,0.769,80656100000,7459,Millenials
Cuba,2014,male,5-14 years,9,646878,1.39,Cuba2014,0.769,80656100000,7459,Generation Z
Cuba,2014,female,5-14 years,2,610054,0.33,Cuba2014,0.769,80656100000,7459,Generation Z
Cuba,2015,male,75+ years,257,312547,82.23,Cuba2015,,87132800000,8044,Silent
Cuba,2015,male,55-74 years,394,1064263,37.02,Cuba2015,,87132800000,8044,Boomers
Cuba,2015,male,35-54 years,418,1879569,22.24,Cuba2015,,87132800000,8044,Generation X
Cuba,2015,female,75+ years,56,400826,13.97,Cuba2015,,87132800000,8044,Silent
Cuba,2015,male,25-34 years,82,773518,10.6,Cuba2015,,87132800000,8044,Millenials
Cuba,2015,female,55-74 years,104,1106391,9.4,Cuba2015,,87132800000,8044,Boomers
Cuba,2015,male,15-24 years,56,745157,7.52,Cuba2015,,87132800000,8044,Millenials
Cuba,2015,female,35-54 years,102,1870168,5.45,Cuba2015,,87132800000,8044,Generation X
Cuba,2015,female,25-34 years,21,746139,2.81,Cuba2015,,87132800000,8044,Millenials
Cuba,2015,female,15-24 years,17,696005,2.44,Cuba2015,,87132800000,8044,Millenials
Cuba,2015,male,5-14 years,4,636828,0.63,Cuba2015,,87132800000,8044,Generation Z
Cuba,2015,female,5-14 years,0,600657,0,Cuba2015,,87132800000,8044,Generation Z
Cyprus,2011,male,35-54 years,12,108755,11.03,Cyprus2011,0.852,27427161523,34249,Generation X
Cyprus,2011,male,55-74 years,8,77047,10.38,Cyprus2011,0.852,27427161523,34249,Boomers
Cyprus,2011,male,75+ years,2,19308,10.36,Cyprus2011,0.852,27427161523,34249,Silent
Cyprus,2011,male,15-24 years,3,67311,4.46,Cyprus2011,0.852,27427161523,34249,Millenials
Cyprus,2011,female,75+ years,1,25937,3.86,Cyprus2011,0.852,27427161523,34249,Silent
Cyprus,2011,female,35-54 years,3,122543,2.45,Cyprus2011,0.852,27427161523,34249,Generation X
Cyprus,2011,female,55-74 years,1,80672,1.24,Cyprus2011,0.852,27427161523,34249,Boomers
Cyprus,2011,female,15-24 years,0,64690,0,Cyprus2011,0.852,27427161523,34249,Millenials
Cyprus,2011,female,25-34 years,0,73838,0,Cyprus2011,0.852,27427161523,34249,Millenials
Cyprus,2011,female,5-14 years,0,44757,0,Cyprus2011,0.852,27427161523,34249,Generation Z
Cyprus,2011,male,25-34 years,0,68773,0,Cyprus2011,0.852,27427161523,34249,Millenials
Cyprus,2011,male,5-14 years,0,47189,0,Cyprus2011,0.852,27427161523,34249,Generation Z
Cyprus,2012,male,25-34 years,9,70596,12.75,Cyprus2012,0.852,25041372222,30752,Millenials
Cyprus,2012,male,35-54 years,14,110616,12.66,Cyprus2012,0.852,25041372222,30752,Generation X
Cyprus,2012,male,15-24 years,6,66014,9.09,Cyprus2012,0.852,25041372222,30752,Millenials
Cyprus,2012,male,55-74 years,5,79804,6.27,Cyprus2012,0.852,25041372222,30752,Boomers
Cyprus,2012,female,25-34 years,1,75365,1.33,Cyprus2012,0.852,25041372222,30752,Millenials
Cyprus,2012,female,35-54 years,1,125423,0.8,Cyprus2012,0.852,25041372222,30752,Generation X
Cyprus,2012,female,15-24 years,0,63355,0,Cyprus2012,0.852,25041372222,30752,Millenials
Cyprus,2012,female,5-14 years,0,44613,0,Cyprus2012,0.852,25041372222,30752,Generation Z
Cyprus,2012,female,55-74 years,0,83946,0,Cyprus2012,0.852,25041372222,30752,Boomers
Cyprus,2012,female,75+ years,0,27031,0,Cyprus2012,0.852,25041372222,30752,Silent
Cyprus,2012,male,5-14 years,0,47222,0,Cyprus2012,0.852,25041372222,30752,Generation Z
Cyprus,2012,male,75+ years,0,20320,0,Cyprus2012,0.852,25041372222,30752,Silent
Cyprus,2013,male,75+ years,3,21349,14.05,Cyprus2013,0.85,24084572491,29624,Silent
Cyprus,2013,male,15-24 years,8,62893,12.72,Cyprus2013,0.85,24084572491,29624,Millenials
Cyprus,2013,male,55-74 years,10,81903,12.21,Cyprus2013,0.85,24084572491,29624,Boomers
Cyprus,2013,male,25-34 years,8,70521,11.34,Cyprus2013,0.85,24084572491,29624,Millenials
Cyprus,2013,male,35-54 years,11,110593,9.95,Cyprus2013,0.85,24084572491,29624,Generation X
Cyprus,2013,female,35-54 years,4,125846,3.18,Cyprus2013,0.85,24084572491,29624,Generation X
Cyprus,2013,female,55-74 years,1,86452,1.16,Cyprus2013,0.85,24084572491,29624,Boomers
Cyprus,2013,female,15-24 years,0,59969,0,Cyprus2013,0.85,24084572491,29624,Millenials
Cyprus,2013,female,25-34 years,0,73849,0,Cyprus2013,0.85,24084572491,29624,Millenials
Cyprus,2013,female,5-14 years,0,44407,0,Cyprus2013,0.85,24084572491,29624,Generation Z
Cyprus,2013,female,75+ years,0,28320,0,Cyprus2013,0.85,24084572491,29624,Silent
Cyprus,2013,male,5-14 years,0,46914,0,Cyprus2013,0.85,24084572491,29624,Generation Z
Cyprus,2014,male,35-54 years,13,107823,12.06,Cyprus2014,0.85,23359294149,29024,Generation X
Cyprus,2014,male,25-34 years,8,68555,11.67,Cyprus2014,0.85,23359294149,29024,Millenials
